Id,Name,Rating,Review Count,Price,Style,Neighborhood,Address,Phone Number,Link
505,Cafe Tica,4.5,12,$,Delis,Mount Pleasant,"2408 Alberta Street#Vancouver, BC V5Y 3Y6#Canada",(604) 484-4775,/biz/cafe-tica-vancouver?osq=Restaurants
506,Moderne Burger,4.0,137,$$,Burgers,Kitsilano,"2507 W Broadway#Vancouver, BC V6K 2E9#Canada",(604) 739-0005,/biz/moderne-burger-vancouver?osq=Restaurants
507,Pho Gold Train,4.0,10,$,Vietnamese,Downtown,"550 Nelson Street#Vancouver, BC V6B 0G1#Canada",(604) 559-7786,/biz/pho-gold-train-vancouver?osq=Restaurants
508,La Pentola,3.5,94,$$,Italian,"Downtown, Yaletown","350 Davie Street#Vancouver, BC V6B 1R2#Canada",(604) 642-0557,/biz/la-pentola-vancouver?osq=Restaurants
509,Storm Crow Alehouse,3.5,55,$$,Bars#American (Traditional)#Breakfast & Brunch,Fairview Slopes,"1619 W Broadway#Vancouver, BC V6J 1W9#Canada",(604) 428-9670,/biz/storm-crow-alehouse-vancouver?osq=Restaurants
510,Tandoori Fusion,4.0,85,$$,Indian,Kitsilano,"2872 W Broadway#Vancouver, BC V6K 2G7#Canada",(604) 738-2824,/biz/tandoori-fusion-vancouver?osq=Restaurants
511,The Acorn,4.0,295,$$,Vegetarian#Gluten-Free#Cocktail Bars,Riley Park,"3995 Main Street#Vancouver, BC V5V 3P5#Canada",(604) 566-9001,/biz/the-acorn-vancouver?osq=Restaurants
512,Pizzeria Ludica,4.0,105,$$,Pizza#Italian#Tabletop Games,Downtown,"189 Keefer Place#Vancouver, BC V6B 6L4#Canada",(604) 669-5552,/biz/pizzeria-ludica-vancouver-3?osq=Restaurants
513,Original Joe’s Restaurant &amp; Bar,3.5,113,$$,Bars#Restaurants,Fairview Slopes,"2525 Cambie Street#Vancouver, BC V5Z 3Y6#Canada",(604) 434-5636,/biz/original-joes-restaurant-and-bar-vancouver?osq=Restaurants
514,Hanoi Pho,4.0,51,$,Vietnamese#Vegetarian#Noodles,Downtown Eastside,"406 E Hastings Street#Vancouver, BC V6A 1P7#Canada",(604) 251-6566,/biz/hanoi-pho-vancouver?osq=Restaurants
515,Wildebeest,3.5,255,$$$,Gastropubs#Wine Bars#Canadian (New),"Downtown, Downtown Eastside","120 W Hastings Street#Vancouver, BC V6B 1G8#Canada",(604) 687-6880,/biz/wildebeest-vancouver?osq=Restaurants
516,Sushi Home,4.0,49,$,Sushi Bars,Downtown,"509 Dunsmuir Street#Vancouver, BC V6B 1Y4#Canada",(604) 689-8808,/biz/sushi-home-vancouver?osq=Restaurants
517,Fresh Bowl,4.0,59,$$,Malaysian#Vegetarian#Fast Food,"Downtown, Gastown","360 Cambie Street#Vancouver, BC V6B 1H7#Canada",(604) 428-3252,/biz/fresh-bowl-vancouver-3?osq=Restaurants
518,Soho Tea Room,3.0,110,$$,Coffee & Tea#Taiwanese,"South Cambie, Riley Park","3466 Cambie Street#Vancouver, BC V5Y 2B1#Canada",(604) 873-3686,/biz/soho-tea-room-vancouver?osq=Restaurants
519,L &amp; G Bubble Tea,4.0,57,$,Taiwanese#Coffee & Tea,Sunset,"5816 Fraser Street#Vancouver, BC V5W 2Z5#Canada",(604) 568-7686,/biz/l-and-g-bubble-tea-vancouver?osq=Restaurants
520,Kwan Luck Restaurant,4.5,10,$$,Chinese,Renfrew-Collingwood,"2516 Kingsway#Vancouver, BC V5R 5H2#Canada",(604) 431-3890,/biz/kwan-luck-restaurant-vancouver?osq=Restaurants
521,Indian Bayleaf,4.0,14,$$,Indian,Kensington-Cedar Cottage,"4890 Victoria Drive#Vancouver, BC V5N 4P5#Canada",(604) 336-0350,/biz/indian-bayleaf-vancouver?osq=Restaurants
522,Sula Indian Restaurant,4.0,111,$$,Indian#Vegetarian#Gluten-Free,"Grandview-Woodlands, The Drive","1128 Commercial Drive#Vancouver, BC V5L 2N1#Canada",(604) 215-1130,/biz/sula-indian-restaurant-vancouver?osq=Restaurants
523,Charlie’s Little Italian,3.5,57,$$,Italian#Pizza,Mount Pleasant,"2610 Main Street#Vancouver, BC V5T 3E6#Canada",(604) 877-8582,/biz/charlies-little-italian-vancouver?osq=Restaurants
524,Frankie’s Italian Kitchen,3.0,61,$$,Italian#Wine Bars#Breakfast & Brunch,Downtown,"765 Beatty Street#Vancouver, BC V6B 4P4#Canada",(604) 688-6368,/biz/frankies-italian-kitchen-vancouver?osq=Restaurants
525,Donair Town Robson,4.0,49,$,Donairs#Mediterranean#Halal,West End,"1793 Robson Street#Vancouver, BC V6G 1C8#Canada",(604) 569-1124,/biz/donair-town-robson-vancouver?osq=Restaurants
526,Kirin Seafood Restaurant,3.0,286,$$,Dim Sum#Seafood,West End,"1172 Alberni Street#Vancouver, BC V6E 3Z3#Canada",(604) 682-8833,/biz/kirin-seafood-restaurant-vancouver-2?osq=Restaurants
527,Curry Zone,4.0,73,$$,Indian,Hastings-Sunrise,"2671 E Hastings Street#Vancouver, BC V5K 1Z9#Canada",(604) 215-2207,/biz/curry-zone-vancouver?osq=Restaurants
528,Rogue Kitchen &amp; Wetbar,3.5,50,$$,Canadian (New)#American (Traditional)#Gastropubs,Downtown,"200 Burrard Street#Vancouver, BC V6C 2G8#Canada",(604) 428-2555,/biz/rogue-kitchen-and-wetbar-vancouver-3?osq=Restaurants
529,Hon’s Wun-Tun House,3.5,226,$,Dim Sum#Noodles,West End,"1339 Robson Street#Vancouver, BC V6E 1C6#Canada",(604) 685-0871,/biz/hons-wun-tun-house-vancouver-2?osq=Restaurants
530,Mr Red Cafe,4.0,133,$$,Vietnamese,Grandview-Woodlands,"2234 E Hastings Street#Vancouver, BC V5L 1V4#Canada",(604) 710-9515,/biz/mr-red-cafe-vancouver?osq=Restaurants
531,Zest Japanese Cuisine,4.5,52,$$$,Japanese,Arbutus Ridge,"2775 W 16th Avenue#Vancouver, BC V6K 3C3#Canada",(604) 731-9378,/biz/zest-japanese-cuisine-vancouver?osq=Restaurants
532,Truong Thanh Vietnamese Restaurant,4.0,53,$,Vietnamese,Kensington-Cedar Cottage,"2096 Kingsway#Vancouver, BC V5N 2T3#Canada",(604) 876-9288,/biz/truong-thanh-vietnamese-restaurant-vancouver?osq=Restaurants
533,Brioche Urban Baking &amp; Catering,4.0,157,$$,Italian,"Downtown, Gastown","401 W Cordova Street#Vancouver, BC V6B 1E5#Canada",(604) 682-4037,/biz/brioche-urban-baking-and-catering-vancouver-2?osq=Restaurants
534,Crave India,4.0,56,$,Indian,"Downtown, Granville Entertainment District","1019 Granville Street#Vancouver, BC V6Z 1L5#Canada",(604) 569-1850,/biz/crave-india-vancouver?osq=Restaurants
535,Moki’s Pizza,4.5,20,$$,Pizza,Dunbar-Southlands,"5530 Dunbar Street#Vancouver, BC V6N 1W6#Canada",(604) 263-4440,/biz/mokis-pizza-vancouver?osq=Restaurants
536,Nando’s Chicken,3.5,114,$$,Barbeque#Portuguese#South African,Downtown,"828 Davie Street#Vancouver, BC V6Z 2S2#Canada",(604) 678-1217,/biz/nandos-chicken-vancouver-4?osq=Restaurants
537,Heirloom Vegetarian,3.5,345,$$,Breakfast & Brunch#Vegetarian#Vegan,"Fairview Slopes, South Granville","1509 W 12th Avenue#Vancouver, BC V6J 2E1#Canada",(604) 733-2231,/biz/heirloom-vegetarian-vancouver?osq=Restaurants
538,Tandoori Palace,4.0,77,$$,Middle Eastern#Indian#Pakistani,"Grandview-Woodlands, The Drive","1439 Commercial Drive#Vancouver, BC V5L 3X8#Canada",(604) 254-8452,/biz/tandoori-palace-vancouver?osq=Restaurants
539,Trilussa Pizza and Pane,4.5,154,$,Pizza,Riley Park,"4363 Main Street#Vancouver, BC V5V 3R1#Canada",(604) 558-3338,/biz/trilussa-pizza-and-pane-vancouver?osq=Restaurants
540,Shizen Ya,4.0,112,$$,Japanese#Vegetarian#Sushi Bars,Fairview Slopes,"1102 W Broadway#Vancouver, BC V6H 1G5#Canada",(604) 569-3721,/biz/shizen-ya-vancouver-2?osq=Restaurants
541,Babylon Cafe,4.0,42,$,Middle Eastern#Mediterranean,West End,"105-1610 Robson Street#Vancouver, BC V6G 1C7#Canada",(604) 568-6324,/biz/babylon-cafe-vancouver-3?osq=Restaurants
542,Falafully Good,4.0,29,$,Mediterranean,"Shaughnessy, Fairview Slopes","3170 Oak St#Vancouver, BC V6H 2L1#Canada",(604) 731-3553,/biz/falafully-good-vancouver?osq=Restaurants
543,James on Hastings Chinese Restaurant,3.5,51,$$,Chinese#Seafood,Hastings-Sunrise,"2683 E Hastings Street#Vancouver, BC V5K 3W8#Canada",(604) 255-3188,/biz/james-on-hastings-chinese-restaurant-vancouver?osq=Restaurants
544,Honolulu Coffee,3.5,13,$,Cafes#Bakeries#Coffee & Tea,"Kerrisdale, Arbutus Ridge, Shaughnessy","2098 W 41 Avenue#Vancouver, BC V6M 1Y8#Canada",(604) 620-2168,/biz/honolulu-coffee-vancouver-4?osq=Restaurants
545,Kaide Sushi,4.5,153,$$,Sushi Bars,Downtown,"1375 Richards Street#Vancouver, BC V6B 3G7#Canada",(604) 681-5886,/biz/kaide-sushi-vancouver?osq=Restaurants
546,Carlos O’Bryans Neighbourhood Pub,4.0,28,$$,Irish#Pubs,Fairview Slopes,"1774 W 7th Avenue#Vancouver, BC V6J 4Z9#Canada",(604) 732-0010,/biz/carlos-o-bryans-neighbourhood-pub-vancouver?osq=Restaurants
547,Tojo’s Restaurant,3.5,303,$$$$,Japanese#Sushi Bars#Bars,Fairview Slopes,"1133 W Broadway#Vancouver, BC V6H 1G1#Canada",(604) 872-8050,/biz/tojos-restaurant-vancouver?osq=Restaurants
548,Donair Spot,4.5,21,$,Donairs#Mediterranean,Mount Pleasant,"403 W Broadway#Vancouver, BC V5Y 1R4#Canada",,/biz/donair-spot-vancouver-5?osq=Restaurants
549,Sciué,4.0,7,$$,Pizza#Cafes#Breakfast & Brunch,Downtown,"101 Robson Street#Vancouver, BC V6B 2A8#Canada",(778) 379-1456,/biz/sciu%C3%A9-roman-street-eatery-vancouver-2?osq=Restaurants
550,Mamalee Malaysian Delight,3.5,97,$$,Singaporean#Malaysian,Kitsilano,"3144 W Broadway#Vancouver, BC V6K 2H3#Canada",(604) 733-8882,/biz/mamalee-malaysian-delight-vancouver?osq=Restaurants
551,Hapa Izakaya - Coal Harbour,3.5,112,$$,Japanese#Tapas/Small Plates,Downtown,"909 W Cordova Street#Vancouver, BC V6C 3L5#Canada",(604) 420-4272,/biz/hapa-izakaya-coal-harbour-vancouver?osq=Restaurants
552,Zaccary’s Pizza,4.0,40,$$,Pizza,"Shaughnessy, Fairview Slopes","3150 Oak Street#Vancouver, BC V6H 2L1#Canada",(604) 737-1933,/biz/zaccarys-pizza-vancouver?osq=Restaurants
553,Chang’An,3.0,28,$$$,Chinese,Downtown,"1661 Granville Street#Vancouver, BC V6Z 1N3#Canada",(604) 681-1313,/biz/changan-vancouver?osq=Restaurants
554,Pho Extreme Xe Lua,2.5,71,$,Vietnamese#Noodles,Mount Pleasant,"457 W Broadway#Vancouver, BC V5Y 4A8#Canada",(604) 879-8228,/biz/pho-extreme-xe-lua-vancouver?osq=Restaurants
555,Aree Thai,4.0,101,$$,Thai,Kensington-Cedar Cottage,"1150 Kingsway Street#Vancouver, BC V5V 3C8#Canada",(604) 709-9229,/biz/aree-thai-vancouver?osq=Restaurants
556,Zend Conscious Lounge,4.0,62,$$,Vegan#Vegetarian#Live/Raw Food,"Downtown, Yaletown","1130 Mainland Street#Vancouver, BC V6B 2T9#Canada",(604) 801-6107,/biz/zend-conscious-lounge-vancouver?osq=Restaurants
557,Dewan-E-Khass,4.0,28,$$,Indian#Halal#Pakistani,Sunset,"5750 Fraser Street#Vancouver, BC V5W 2Z5#Canada",(604) 327-4800,/biz/dewan-e-khass-vancouver?osq=Restaurants
558,Nuba,4.0,15,$$,Mediterranean#Middle Eastern#Vegetarian,Downtown,"508 Davie Street#Vancouver, BC V6B 5B6#Canada",(778) 371-3266,/biz/nuba-vancouver?osq=Restaurants
559,Madras Dosa House,4.0,54,$,Indian,Kensington-Cedar Cottage,"5656 Fraser Street#Vancouver, BC V5W 2Z4#Canada",(604) 327-1233,/biz/madras-dosa-house-vancouver?osq=Restaurants
560,The Pie Hole,4.0,23,$$,Bakeries#Desserts#Breakfast & Brunch,Riley Park,"3497 Fraser Street#Vancouver, BC V5V 4C3#Canada",(604) 428-2743,/biz/the-pie-hole-vancouver?osq=Restaurants
561,Back Forty,3.5,97,$$,Barbeque#Gastropubs,"Downtown, Yaletown","118 Robson Street#Vancouver, BC V6B 2M1#Canada",(604) 688-5840,/biz/back-forty-vancouver?osq=Restaurants
562,Dosa Factory,4.0,43,$$,Indian,Kensington-Cedar Cottage,"1345 Kingsway#Vancouver, BC V5V 3E3#Canada",(778) 379-7791,/biz/dosa-factory-vancouver-2?osq=Restaurants
563,Pho Ever Restaurant,4.0,3,Null,Vietnamese#Bubble Tea#Sandwiches,Marpole,"8178 Granville Street#Vancouver, BC V6P 4Z4#Canada",(778) 379-8387,/biz/pho-ever-restaurant-vancouver?osq=Restaurants
564,Rogue Kitchen &amp; Wetbar,3.5,100,$$,American (Traditional)#Gastropubs,Fairview Slopes,"602 West Broadway Avenue#Vancouver, BC V5Z 3J2#Canada",(604) 568-9400,/biz/rogue-kitchen-and-wetbar-vancouver-2?osq=Restaurants
565,Kwong Chow Congee &amp; Noodle House,3.5,80,$$,Chinese#Noodles,Mount Pleasant,"3163 Main Street#Vancouver, BC V5T 3G8#Canada",(604) 876-8520,/biz/kwong-chow-congee-and-noodle-house-vancouver?osq=Restaurants
566,Original Joe’s Restaurant and Bar,3.5,23,$$,Restaurants#Bars,Downtown,"298 Robson Street#Vancouver, BC V6B 6A1#Canada",(778) 379-8410,/biz/original-joes-restaurant-and-bar-vancouver-2?osq=Restaurants
567,Shaughnessy Restaurant,3.0,55,$$,Canadian (New),Shaughnessy,"5251 Oak Street#Vancouver, BC V6M 4H1#Canada",(604) 261-0011,/biz/shaughnessy-restaurant-vancouver?osq=Restaurants
568,Chewies Steam &amp; Oyster Bar - Coal Harbour,3.0,148,$$,Cajun/Creole#Seafood#Southern,"Coal Harbour, Downtown","1055 W Hastings#Vancouver, BC V6E 2E9#Canada",(604) 620-7634,/biz/chewies-steam-and-oyster-bar-coal-harbour-vancouver-2?osq=Restaurants
569,Sushiholic,3.5,155,$$,Sushi Bars#Japanese,"Hastings-Sunrise, Renfrew-Collingwood","3311 E Broadway#Vancouver, BC V5M 2A1#Canada",(604) 879-4881,/biz/sushiholic-vancouver-5?osq=Restaurants
570,Noodlebox,3.5,159,$$,Asian Fusion#Noodles#Thai,Kitsilano,"1867 W 4th Avenue#Vancouver, BC V6J 1M3#Canada",(604) 734-1310,/biz/noodlebox-vancouver-2?osq=Restaurants
571,A Taste of Vietnam,3.0,73,$,Vietnamese,Fairview Slopes,"1016 Broadway W#Vancouver, BC V6H 1E6#Canada",(604) 730-8383,/biz/a-taste-of-vietnam-vancouver?osq=Restaurants
572,The Tipper Restaurant &amp; Review Room,4.0,87,$$,Burgers#Canadian (New),Kensington-Cedar Cottage,"2066 Kingsway#Vancouver, BC V5N 2T3#Canada",(604) 873-1010,/biz/the-tipper-restaurant-and-review-room-vancouver?osq=Restaurants
573,Teriyaki Bowl,4.0,18,$$,Japanese#Sushi Bars,Kitsilano,"3648 W Broadway#Vancouver, BC V6R 2B8#Canada",(604) 559-1780,/biz/teriyaki-bowl-vancouver?osq=Restaurants
574,Roost Cafe,4.0,19,$$,Coffee & Tea#Breakfast & Brunch#Bars,Strathcona,"789 Gore Avenue#Vancouver, BC V6A 2Z9#Canada",(778) 953-1575,/biz/roost-cafe-vancouver?osq=Restaurants
575,The Boathouse Restaurant,2.5,130,$$,Seafood,Kitsilano,"1305 Arbutus St#Vancouver, BC V6J 5N2#Canada",(604) 738-5487,/biz/the-boathouse-restaurant-vancouver-2?osq=Restaurants
576,Vivo Deli,4.5,6,$,Delicatessen#Sandwiches,Kerrisdale,"2087 W 42nd Avenue#Vancouver, BC V6M 2B4#Canada",(604) 264-8486,/biz/vivo-deli-vancouver?osq=Restaurants
577,Thai Basil,3.5,24,$,Thai,Kitsilano,"2184 Cornwall Avenue#Vancouver, BC V6K 1B4#Canada",(604) 677-6767,/biz/thai-basil-vancouver-2?osq=Restaurants
578,Finch’s Market,4.0,26,$$,Cafes#Sandwiches#Coffee & Tea,Strathcona,"501 E Georgia Street#Vancouver, BC V6A 1X8#Canada",(604) 558-1644,/biz/finchs-market-vancouver?osq=Restaurants
579,Slice of Chicago,4.0,36,$$,Pizza,Sunset,"5812 Fraser Street#Vancouver, BC V5W 2Z5#Canada",(604) 327-3007,/biz/slice-of-chicago-vancouver?osq=Restaurants
580,JJ’s Fine Dining,4.5,11,$$,Cafes,Downtown,"250 W Pender St#Vancouver, BC V6B 1S9#Canada",(604) 443-8479,/biz/jjs-fine-dining-vancouver?osq=Restaurants
581,Loafe Cafe,4.5,20,$$,Cafes,UBC,"6163 University Boulevard#Vancouver, BC V6T 1Z1#Canada",,/biz/loafe-cafe-vancouver?osq=Restaurants
582,Duffin’s Donuts,4.0,173,$,Donuts#Burgers#Sandwiches,"Sunset, Kensington-Cedar Cottage","1391 41st Avenue E#Vancouver, BC V5W 1R7#Canada",(604) 325-5544,/biz/duffins-donuts-vancouver?osq=Restaurants
583,Hai Phong Vietnamese Restaurant,4.0,105,$,Vietnamese#Noodles,Kensington-Cedar Cottage,"1242 Kingsway#Vancouver, BC V5V 3E1#Canada",(604) 872-3828,/biz/hai-phong-vietnamese-restaurant-vancouver?osq=Restaurants
584,Sweetery Cafe + Dessert,4.0,54,$,Cafes#Coffee & Tea#Desserts,Mount Pleasant,"340 W 2nd Avenue#Vancouver, BC V5Y 3W3#Canada",(604) 568-5486,/biz/sweetery-cafe-dessert-vancouver?osq=Restaurants
585,BBT Cafe,3.0,37,$$,Taiwanese,Kerrisdale,"5979 W Boulevard#Vancouver, BC V6M 3X1#Canada",(604) 266-2195,/biz/bbt-cafe-vancouver?osq=Restaurants
586,The Irish Heather,4.0,198,$$,Irish#Gastropubs,"Downtown, Gastown","210 Carrall Street#Vancouver, BC V6B 2J2#Canada",(604) 688-9779,/biz/the-irish-heather-vancouver?osq=Restaurants
587,Ban Dao Pearl Seafood Restaurant,3.5,7,$$,Dim Sum#Seafood,Marpole,"470 SW Marine Dr#Vancouver, BC V5X 0C4#Canada",(604) 620-8808,/biz/ban-dao-pearl-seafood-restaurant-vancouver?osq=Restaurants
588,Baoguette Vietnamese Bistro,3.0,13,$$,Vietnamese,"Kerrisdale, Arbutus Ridge","2114 West 41st Avenue#Vancouver, BC V6M 1Z2#Canada",(778) 379-1494,/biz/baoguette-vietnamese-bistro-vancouver-3?osq=Restaurants
589,Temp°,4.0,2,$$$$,Canadian (New),Mount Pleasant,"666 E Broadway#Vancouver, BC V5T 1X6#Canada",,/biz/temp-vancouver?osq=Restaurants
590,Pho Japolo,4.0,18,$$,Vietnamese#Noodles,Kitsilano,"2807 W Broadway#Vancouver, BC V6K 2G6#Canada",(604) 737-1278,/biz/pho-japolo-vancouver?osq=Restaurants
591,Quejos Cheesebuns,4.0,41,$,Bakeries#Gluten-Free,Riley Park,"4129 Main Street#Vancouver, BC V5V 3P6#Canada",(604) 420-0832,/biz/quejos-cheesebuns-vancouver?osq=Restaurants
592,Tibisti Foods &amp; Grill,4.0,90,$$,Halal#Middle Eastern,Fraserview,"6990 Victoria Drive#Vancouver, BC V5P 3Y8#Canada",(604) 737-1000,/biz/tibisti-foods-and-grill-vancouver?osq=Restaurants
593,49th Parallel Coffee,4.0,354,$,Cafes#Coffee & Tea#Donuts,Mount Pleasant,"2902 Main Street#Vancouver, BC V5T 0C1#Canada",(604) 872-4901,/biz/49th-parallel-coffee-vancouver-3?osq=Restaurants
594,Sprig,4.0,4,$$,Greek,Granville Island/False Creek,"1689 Johnston Street#Vancouver, BC V6H 3S2#Canada",(604) 446-2725,/biz/sprig-vancouver-2?osq=Restaurants
595,Hubbub,4.0,42,$,Salad#Soup#Sandwiches,Downtown,"420 Robson Street#Vancouver, BC V6B 0H3#Canada",(604) 801-9995,/biz/hubbub-vancouver-4?osq=Restaurants
596,Swiss Bakery,4.0,87,$,Bakeries#Sandwiches,Mount Pleasant,"143 3rd Avenue E#Vancouver, BC V5T 1C7#Canada",(604) 736-8785,/biz/swiss-bakery-vancouver?osq=Restaurants
597,Bibis Kitchen,3.5,3,Null,Breakfast & Brunch#Coffee & Tea#Vegetarian,Strathcona,"418 Terminal Ave#Vancouver, BC V6A 0C1#Canada",(604) 565-9898,/biz/bibis-kitchen-vancouver?osq=Restaurants
598,Knight Street Cafe,4.5,25,$$,Cafes,Kensington-Cedar Cottage,"3911 Knight Street#Vancouver, BC V5N 3L8#Canada",(604) 563-2877,/biz/knight-street-cafe-vancouver?osq=Restaurants
599,The Ouisi Bistro,3.5,105,$$,Cajun/Creole#Breakfast & Brunch,"Fairview Slopes, South Granville","3014 Granville St#Vancouver, BC V6H 3J8#Canada",(604) 732-7550,/biz/the-ouisi-bistro-vancouver?osq=Restaurants
600,Royal Seoul House Korean Restaurant,3.5,57,$$,Korean#Barbeque,Fairview Slopes,"1215 Broadway W#Vancouver, BC V6H 1G7#Canada",(604) 739-9001,/biz/royal-seoul-house-korean-restaurant-vancouver-2?osq=Restaurants
601,Cafe D’Afrique,4.5,32,$$,Ethiopian#Moroccan#South African,Mount Pleasant,"363 E Broadway#Vancouver, BC V5T 1W5#Canada",(604) 876-9919,/biz/cafe-d-afrique-vancouver?osq=Restaurants
602,Chewies Steam &amp; Oyster Bar - Kits,3.5,244,$$,Seafood#Cajun/Creole,Kitsilano,"2201 W 1st Avenue#Vancouver, BC V6K 1E9#Canada",(604) 558-4448,/biz/chewies-steam-and-oyster-bar-kits-vancouver?osq=Restaurants
603,The Wolf &amp; Hound,3.5,65,$$,Pubs#Irish,Kitsilano,"3617 W Broadway#Vancouver, BC V6R 2B8#Canada",(604) 738-8909,/biz/the-wolf-and-hound-vancouver?osq=Restaurants
604,Railtown Cafe,4.0,11,$$,Cafes,"Downtown, Granville Entertainment District","968 Howe Street#Vancouver, BC V6Z 1N9#Canada",(604) 428-8255,/biz/railtown-cafe-vancouver-3?osq=Restaurants
605,Flamingo Chinese Restaurant,4.0,14,$$,Dim Sum,Fraserview,"1652 SE Marine Drive#Vancouver, BC V5P 2R6#Canada",(604) 325-4511,/biz/flamingo-chinese-restaurant-vancouver-4?osq=Restaurants
606,Habitant,4.0,8,Null,Tapas/Small Plates#Tapas Bars,Downtown,"799 Robson St#Vancouver, BC V7Y 1K8#Canada",(604) 699-2100,/biz/habitant-vancouver?osq=Restaurants
607,Fujiya,3.5,61,$,Japanese#Sushi Bars,"Coal Harbour, Downtown","1050 W Pender Street#Vancouver, BC V6E 3S7#Canada",(604) 608-1050,/biz/fujiya-vancouver?osq=Restaurants
608,The Wallflower Modern Diner,3.5,381,$$,Diners#Gluten-Free#Breakfast & Brunch,Mount Pleasant,"2420 Main Street#Vancouver, BC V5T 3E2#Canada",(604) 568-7554,/biz/the-wallflower-modern-diner-vancouver?osq=Restaurants
609,Kaya Malay Bistro,3.5,133,$$,Malaysian#Singaporean,Fairview Slopes,"1063 W Broadway#Vancouver, BC V6H 1E5#Canada",(604) 730-9963,/biz/kaya-malay-bistro-vancouver?osq=Restaurants
610,Matchstick Coffee Roasters,4.0,175,$,Cafes,Mount Pleasant,"639 E 15th Avenue#Vancouver, BC V5T 2R6#Canada",(604) 558-0639,/biz/matchstick-coffee-roasters-vancouver-2?osq=Restaurants
611,Chongqing Restaurant,3.5,91,$$,Chinese,Kensington-Cedar Cottage,"2808 Commercial Dr#Vancouver, BC V5N 4C6#Canada",(604) 254-7434,/biz/chongqing-restaurant-vancouver?osq=Restaurants
612,Pizza Carano,4.5,94,$$,Pizza#Italian,Riley Park,"4241 Fraser Street#Vancouver, BC V5V 4G1#Canada",(604) 877-1270,/biz/pizza-carano-vancouver?osq=Restaurants
613,Ridge Garden Restaurant,3.5,8,Null,Canadian (New)#Chinese,Arbutus Ridge,"4009 Macdonald Street#Vancouver, BC V6L 2N9#Canada",(604) 736-5231,/biz/ridge-garden-restaurant-vancouver-2?osq=Restaurants
614,P2b Bistro &amp; Bar,3.5,40,$$,Canadian (New),"Coal Harbour, Downtown","1133 W Hastings Street#Vancouver, BC V6E 3T3#Canada",(604) 691-2777,/biz/p2b-bistro-and-bar-vancouver?osq=Restaurants
615,Daikichi Sushi,3.5,56,$,Sushi Bars#Japanese,Downtown,"1346 Burrard Street#Vancouver, BC V6Z 2B7#Canada",(604) 688-2033,/biz/daikichi-sushi-vancouver?osq=Restaurants
616,Tera V Burger,4.0,110,$,Vegetarian#Burgers#Gluten-Free,Kitsilano,"2961 W Broadway#Vancouver, BC V6K 2G9#Canada",(604) 336-3575,/biz/tera-v-burger-vancouver?osq=Restaurants
617,Mexicali,3.5,35,$,Mexican#Tex-Mex,Dunbar-Southlands,"4424 Dunbar St#Vancouver, BC V6S 2G5#Canada",(604) 731-6517,/biz/mexicali-vancouver?osq=Restaurants
618,Cactus Club Cafe,3.5,85,$$,Canadian (New),"Fairview Slopes, South Granville","1530 W Broadway#Vancouver, BC V6J 5K9#Canada",(604) 733-0434,/biz/cactus-club-cafe-vancouver-3?osq=Restaurants
619,Addis Cafe Ethiopian Restaurant,4.0,22,$$,Ethiopian#Vegetarian#African,"Grandview-Woodlands, The Drive","2017 Commercial Drive#Vancouver, BC V5N 4B1#Canada",(604) 254-1929,/biz/addis-cafe-ethiopian-restaurant-vancouver-3?osq=Restaurants
620,Pazzo Chow,4.5,24,$,Italian#Ice Cream & Frozen Yogurt,"Downtown, Chinatown","620 Quebec Street#Vancouver, BC V6A 4E7#Canada",(604) 563-1700,/biz/pazzo-chow-vancouver?osq=Restaurants
621,Agro Roasters,4.0,11,$,Cafes#Coffee & Tea#Coffee Roasteries,"Strathcona, Grandview-Woodlands","550 Clark Drive#Vancouver, BC V5L 3H7#Canada",(604) 785-5447,/biz/agro-roasters-vancouver?osq=Restaurants
622,Rogue Kitchen &amp; Wetbar,3.5,290,$$,American (Traditional)#Gastropubs,Downtown,"601 W Cordova Street#Vancouver, BC V6B 1G1#Canada",(604) 678-8000,/biz/rogue-kitchen-and-wetbar-vancouver?osq=Restaurants
623,Cafe Xu Hue,4.0,54,$,Vietnamese#Noodles,Kensington-Cedar Cottage,"2226 Kingsway#Vancouver, BC V5N 2T7#Canada",(604) 454-9940,/biz/cafe-xu-hue-vancouver?osq=Restaurants
624,Eat Chicken Wraps,4.5,44,$,Food Trucks#Asian Fusion,"Downtown, Granville Entertainment District","700 Robson Street#Vancouver, BC V6Z 1A1#Canada",(778) 319-4888,/biz/eat-chicken-wraps-vancouver?osq=Restaurants
625,Le Bread Pan - Temp. CLOSED,5.0,3,$,Cafes#Bakeries#Sandwiches,Granville Island/False Creek,"665A Market Hill#Vancouver, BC V5Z 4B5#Canada",(604) 675-9885,/biz/le-bread-pan-vancouver?osq=Restaurants
626,Goldies Pizza &amp; Beer Lounge,3.5,180,$$,Pizza,Downtown,"605 W Pender Street#Vancouver, BC V6B 1W7#Canada",(604) 681-0650,/biz/goldies-pizza-and-beer-lounge-vancouver-3?osq=Restaurants
627,Dockers Family Restaurant,3.5,35,$,Burgers#Breakfast & Brunch#Mediterranean,Sunset,"6094 Fraser Street#Vancouver, BC V5W 2Z7#Canada",(604) 327-6713,/biz/dockers-family-restaurant-vancouver?osq=Restaurants
628,El Camino’s,3.5,152,$$,Latin American,Riley Park,"3250 Main Street#Vancouver, BC V5V 3M5#Canada",(604) 875-6246,/biz/el-caminos-vancouver?osq=Restaurants
