Id,Name,Rating,Review Count,Price,Style,Neighborhood,Address,Phone Number
677,BT Cafe,4.0,55,$,Coffee & Tea#Breakfast & Brunch#Chinese,Kensington-Cedar Cottage,"920 Kingsway#Vancouver, BC V5V 3C4#Canada",(604) 872-3368
678,Chef’s Harvest,4.0,23,$$,Coffee & Tea#Juice Bars & Smoothies#Canadian (New),Fairview Slopes,"802 W Broadway#Vancouver, BC V5Z 1K1#Canada",(604) 428-0101
679,Macao Restaurant,3.5,12,$$,Chinese#Portuguese#Asian Fusion,Mount Pleasant,"2415 Main Street#Vancouver, BC V5T 3E1#Canada",(604) 564-8825
680,Sciué,4.0,7,$$,Pizza#Cafes#Breakfast & Brunch,Downtown,"101 Robson Street#Vancouver, BC V6B 2A8#Canada",(778) 379-1456
681,Mamalee Malaysian Delight,3.5,97,$$,Singaporean#Malaysian,Kitsilano,"3144 W Broadway#Vancouver, BC V6K 2H3#Canada",(604) 733-8882
682,Hapa Izakaya - Coal Harbour,3.5,112,$$,Japanese#Tapas/Small Plates,Downtown,"909 W Cordova Street#Vancouver, BC V6C 3L5#Canada",(604) 420-4272
683,Zaccary’s Pizza,4.0,40,$$,Pizza,"Shaughnessy, Fairview Slopes","3150 Oak Street#Vancouver, BC V6H 2L1#Canada",(604) 737-1933
684,Chang’An,3.0,28,$$$,Chinese,Downtown,"1661 Granville Street#Vancouver, BC V6Z 1N3#Canada",(604) 681-1313
685,Pho Extreme Xe Lua,2.5,71,$,Vietnamese#Noodles,Mount Pleasant,"457 W Broadway#Vancouver, BC V5Y 4A8#Canada",(604) 879-8228
686,Aree Thai,4.0,101,$$,Thai,Kensington-Cedar Cottage,"1150 Kingsway Street#Vancouver, BC V5V 3C8#Canada",(604) 709-9229
687,Zend Conscious Lounge,4.0,61,$$,Vegan#Vegetarian#Live/Raw Food,"Downtown, Yaletown","1130 Mainland Street#Vancouver, BC V6B 2T9#Canada",(604) 801-6107
688,Dewan-E-Khass,4.0,28,$$,Indian#Halal#Pakistani,Sunset,"5750 Fraser Street#Vancouver, BC V5W 2Z5#Canada",(604) 327-4800
689,Nuba,4.0,15,$$,Mediterranean#Middle Eastern#Vegetarian,Downtown,"508 Davie Street#Vancouver, BC V6B 5B6#Canada",(778) 371-3266
690,Lucy’s Eastside Diner,3.0,255,$,Diners#Champagne Bars#Sandwiches,Mount Pleasant,"2708 Main Street#Vancouver, BC V5T#Canada",(604) 568-1550
691,The Second Floor Bistro,5.0,3,Null,French,Renfrew-Collingwood,"2665 Renfrew Street#Vancouver, BC V5M 0A7#Canada",(604) 639-2055
692,Unforgettable Pizza &amp; Pasta,4.0,40,$,Pizza#Italian,Mount Pleasant,"450 8th Avenue W#Vancouver, BC V5Y 1N9#Canada",(604) 739-7389
693,Whiskey Six BBQ,4.5,14,$$,Barbeque#Cocktail Bars,Hastings-Sunrise,"826 Renfrew Street#Vancouver, BC V5K 4B6#Canada",(604) 428-4050
694,Raga Restaurant,4.0,75,$$,Indian,Fairview Slopes,"1177 Broadway W#Vancouver, BC V6H 1G3#Canada",(604) 733-1127
695,Back Forty,3.5,97,$$,Barbeque#Gastropubs,"Downtown, Yaletown","118 Robson Street#Vancouver, BC V6B 2M1#Canada",(604) 688-5840
696,Bob Likes Thai Food,3.5,114,$$,Thai,"Fairview Slopes, South Granville","1521 W Broadway#Vancouver, BC V6J 1W6#Canada",(604) 558-3320
697,Mr Shawarma,4.5,53,$,Lebanese#Food Trucks,Downtown,"Robson and Hornby#Vancouver, BC V6Z#Canada",(604) 569-1644
698,Kyuzo Japanese Restaurant,3.5,13,$$,Japanese,"Kerrisdale, Shaughnessy","5701 Granville Street#Vancouver, BC V6M 4J7#Canada",(604) 620-9979
699,Flower And Horse In Spring,3.0,14,$$,Chinese#Noodles,West End,"1741 Robson Street#Vancouver, BC V6G 1E1#Canada",(778) 379-6198
700,Original Joe’s Restaurant and Bar,3.5,23,$$,Restaurants#Bars,Downtown,"298 Robson Street#Vancouver, BC V6B 6A1#Canada",(778) 379-8410
701,Steamworks Brewing Company,3.5,525,$$,Pubs#Canadian (New)#Breweries,"Downtown, Gastown","375 Water Street#Vancouver, BC V6B 5C6#Canada",(604) 689-2739
702,Shaughnessy Restaurant,3.0,56,$$,Canadian (New),Shaughnessy,"5251 Oak Street#Vancouver, BC V6M 4H1#Canada",(604) 261-0011
703,Chewies Steam &amp; Oyster Bar - Coal Harbour,3.0,148,$$,Cajun/Creole#Seafood#Southern,"Coal Harbour, Downtown","1055 W Hastings#Vancouver, BC V6E 2E9#Canada",(604) 620-7634
704,Sushiholic,3.5,155,$$,Sushi Bars#Japanese,"Hastings-Sunrise, Renfrew-Collingwood","3311 E Broadway#Vancouver, BC V5M 2A1#Canada",(604) 879-4881
705,The Cannibal Cafe,3.5,193,$$,Diners#Burgers,"Grandview-Woodlands, The Drive","1818 Commercial Drive#Vancouver, BC V5N 4A5#Canada",(604) 558-4199
706,Noodlebox,3.5,159,$$,Asian Fusion#Noodles#Thai,Kitsilano,"1867 W 4th Avenue#Vancouver, BC V6J 1M3#Canada",(604) 734-1310
707,A Taste of Vietnam,3.0,73,$,Vietnamese,Fairview Slopes,"1016 Broadway W#Vancouver, BC V6H 1E6#Canada",(604) 730-8383
708,The Tipper Restaurant &amp; Review Room,4.0,87,$$,Burgers#Canadian (New),Kensington-Cedar Cottage,"2066 Kingsway#Vancouver, BC V5N 2T3#Canada",(604) 873-1010
709,Teriyaki Bowl,4.0,18,$$,Japanese#Sushi Bars,Kitsilano,"3648 W Broadway#Vancouver, BC V6R 2B8#Canada",(604) 559-1780
710,Roost Cafe,4.0,19,$$,Coffee & Tea#Breakfast & Brunch#Bars,Strathcona,"789 Gore Avenue#Vancouver, BC V6A 2Z9#Canada",(778) 953-1575
711,The Boathouse Restaurant,2.5,130,$$,Seafood,Kitsilano,"1305 Arbutus St#Vancouver, BC V6J 5N2#Canada",(604) 738-5487
712,Vivo Deli,4.5,6,$,Delicatessen#Sandwiches,Kerrisdale,"2087 W 42nd Avenue#Vancouver, BC V6M 2B4#Canada",(604) 264-8486
713,Thai Basil,3.5,24,$,Thai,Kitsilano,"2184 Cornwall Avenue#Vancouver, BC V6K 1B4#Canada",(604) 677-6767
714,Kalvin’s Szechuan Restaurant,4.0,71,$$,Taiwanese#Chinese,Kensington-Cedar Cottage,"5225 Victoria#Vancouver, BC V5P 3V4#Canada",(604) 321-2888
715,Finch’s Market,4.0,26,$$,Cafes#Sandwiches#Coffee & Tea,Strathcona,"501 E Georgia Street#Vancouver, BC V6A 1X8#Canada",(604) 558-1644
716,Slice of Chicago,4.0,36,$$,Pizza,Sunset,"5812 Fraser Street#Vancouver, BC V5W 2Z5#Canada",(604) 327-3007
717,JJ’s Fine Dining,4.5,11,$$,Cafes,Downtown,"250 W Pender St#Vancouver, BC V6B 1S9#Canada",(604) 443-8479
718,Loafe Cafe,4.5,20,$$,Cafes,UBC,"6163 University Boulevard#Vancouver, BC V6T 1Z1#Canada",
719,Duffin’s Donuts,4.0,173,$,Donuts#Burgers#Sandwiches,"Sunset, Kensington-Cedar Cottage","1391 41st Avenue E#Vancouver, BC V5W 1R7#Canada",(604) 325-5544
720,Hai Phong Vietnamese Restaurant,4.0,104,$,Vietnamese#Noodles,Kensington-Cedar Cottage,"1242 Kingsway#Vancouver, BC V5V 3E1#Canada",(604) 872-3828
721,Sweetery Cafe + Dessert,4.0,54,$,Cafes#Coffee & Tea#Desserts,Mount Pleasant,"340 W 2nd Avenue#Vancouver, BC V5Y 3W3#Canada",(604) 568-5486
722,Dosa Factory,4.0,43,$$,Indian,Kensington-Cedar Cottage,"1345 Kingsway#Vancouver, BC V5V 3E3#Canada",(778) 379-7791
723,BBT Cafe,3.0,37,$$,Taiwanese,Kerrisdale,"5979 W Boulevard#Vancouver, BC V6M 3X1#Canada",(604) 266-2195
724,The Irish Heather,4.0,198,$$,Irish#Gastropubs,"Downtown, Gastown","210 Carrall Street#Vancouver, BC V6B 2J2#Canada",(604) 688-9779
725,Ban Dao Pearl Seafood Restaurant,3.5,7,$$,Dim Sum#Seafood,Marpole,"470 SW Marine Dr#Vancouver, BC V5X 0C4#Canada",(604) 620-8808
726,Baoguette Vietnamese Bistro,3.0,13,$$,Vietnamese,"Kerrisdale, Arbutus Ridge","2114 West 41st Avenue#Vancouver, BC V6M 1Z2#Canada",(778) 379-1494
727,Temp°,4.0,2,$$$$,Canadian (New),Mount Pleasant,"666 E Broadway#Vancouver, BC V5T 1X6#Canada",
728,Pho Japolo,4.0,18,$$,Vietnamese#Noodles,Kitsilano,"2807 W Broadway#Vancouver, BC V6K 2G6#Canada",(604) 737-1278
729,Quejos Cheesebuns,4.0,41,$,Bakeries#Gluten-Free,Riley Park,"4129 Main Street#Vancouver, BC V5V 3P6#Canada",(604) 420-0832
730,Kwong Chow Congee &amp; Noodle House,3.5,80,$$,Chinese#Noodles,Mount Pleasant,"3163 Main Street#Vancouver, BC V5T 3G8#Canada",(604) 876-8520
731,Tibisti Foods &amp; Grill,4.0,90,$$,Halal#Middle Eastern,Fraserview,"6990 Victoria Dr#Vancouver, BC V5P 3Y8#Canada",(604) 737-1000
732,49th Parallel Coffee,4.0,354,$,Cafes#Coffee & Tea#Donuts,Mount Pleasant,"2902 Main Street#Vancouver, BC V5T 0C1#Canada",(604) 872-4901
733,Sprig,4.0,4,$$,Greek,Granville Island/False Creek,"1689 Johnston Street#Vancouver, BC V6H 3S2#Canada",(604) 446-2725
734,Hubbub,4.0,42,$,Salad#Soup#Sandwiches,Downtown,"420 Robson Street#Vancouver, BC V6B 0H3#Canada",(604) 801-9995
735,Swiss Bakery,4.0,87,$,Bakeries#Sandwiches,Mount Pleasant,"143 3rd Avenue E#Vancouver, BC V5T 1C7#Canada",(604) 736-8785
736,Bibis Kitchen,3.5,3,Null,Breakfast & Brunch#Coffee & Tea#Vegetarian,Strathcona,"418 Terminal Ave#Vancouver, BC V6A 0C1#Canada",(604) 565-9898
737,Knight Street Cafe,4.5,25,$$,Cafes,Kensington-Cedar Cottage,"3911 Knight Street#Vancouver, BC V5N 3L8#Canada",(604) 563-2877
738,Madras Dosa House,4.0,54,$,Indian,Kensington-Cedar Cottage,"5656 Fraser Street#Vancouver, BC V5W 2Z4#Canada",(604) 327-1233
739,Beanstalk Bistro,4.0,2,Null,American (Traditional),Granville Island/False Creek,"1496 Cartwright Street#Vancouver, BC V6H 3Y5#Canada",(604) 484-8288
740,The Ouisi Bistro,3.5,105,$$,Cajun/Creole#Breakfast & Brunch,"Fairview Slopes, South Granville","3014 Granville St#Vancouver, BC V6H 3J8#Canada",(604) 732-7550
741,Royal Seoul House Korean Restaurant,3.5,57,$$,Korean#Barbeque,Fairview Slopes,"1215 Broadway W#Vancouver, BC V6H 1G7#Canada",(604) 739-9001
742,Cafe D’Afrique,4.5,32,$$,Ethiopian#Moroccan#South African,Mount Pleasant,"363 E Broadway#Vancouver, BC V5T 1W5#Canada",(604) 876-9919
743,Chewies Steam &amp; Oyster Bar - Kits,3.5,244,$$,Seafood#Cajun/Creole,Kitsilano,"2201 W 1st Avenue#Vancouver, BC V6K 1E9#Canada",(604) 558-4448
744,The Wolf &amp; Hound,3.5,65,$$,Pubs#Irish,Kitsilano,"3617 W Broadway#Vancouver, BC V6R 2B8#Canada",(604) 738-8909
745,Railtown Cafe,4.0,11,$$,Cafes,"Downtown, Granville Entertainment District","968 Howe Street#Vancouver, BC V6Z 1N9#Canada",(604) 428-8255
746,Flamingo Chinese Restaurant,4.0,14,$$,Dim Sum,Fraserview,"1652 SE Marine Drive#Vancouver, BC V5P 2R6#Canada",(604) 325-4511
747,Habitant,4.0,8,Null,Tapas/Small Plates#Tapas Bars,Downtown,"799 Robson St#Vancouver, BC V7Y 1K8#Canada",(604) 699-2100
748,Fujiya,3.5,61,$,Japanese#Sushi Bars,"Coal Harbour, Downtown","1050 W Pender Street#Vancouver, BC V6E 3S7#Canada",(604) 608-1050
749,The Wallflower Modern Diner,3.5,381,$$,Diners#Gluten-Free#Breakfast & Brunch,Mount Pleasant,"2420 Main Street#Vancouver, BC V5T 3E2#Canada",(604) 568-7554
750,Homer St. Cafe And Bar,3.5,189,$$,Bars#Cafes,"Downtown, Yaletown","898 Homer Street#Vancouver, BC V6B 2W5#Canada",(604) 428-4299
751,Liquids And Solids,4.0,8,$,Cafes#Soup,Downtown Eastside,"901 E Hastings Street#Vancouver, BC V6A#Canada",(604) 568-8343
752,Blowfish Sushi &amp; Japanese Food,3.5,50,$$,Japanese#Sushi Bars,Hastings-Sunrise,"2828 E Hastings Street#Vancouver, BC V5K 5C5#Canada",(604) 258-7500
753,Siegel’s Bagels,3.5,100,$,Bagels#Bakeries#Sandwiches,Kitsilano,"1883 Cornwall Avenue#Vancouver, BC V6J 1C6#Canada",(604) 737-8151
754,Deer Garden Signatures,3.5,107,$,Chinese,Sunset,"6270 Fraser Street#Vancouver, BC V5W 3A3#Canada",(604) 322-6116
755,Finch’s Tea &amp; Coffee House,4.0,346,$$,Coffee & Tea#Sandwiches#Breakfast & Brunch,Downtown,"353 W Pender Street#Vancouver, BC V6B 1T3#Canada",(604) 899-4040
756,Jang Mo Jib,2.5,71,$$,Korean,West End,"1575 Robson Street#Vancouver, BC V6G 1C7#Canada",(604) 642-0712
757,Ridge Garden Restaurant,3.5,8,Null,Canadian (New)#Chinese,Arbutus Ridge,"4009 Macdonald Street#Vancouver, BC V6L 2N9#Canada",(604) 736-5231
758,P2b Bistro &amp; Bar,3.5,40,$$,Canadian (New),"Coal Harbour, Downtown","1133 W Hastings Street#Vancouver, BC V6E 3T3#Canada",(604) 691-2777
759,Plato Filipino,4.5,8,Null,Filipino,Renfrew-Collingwood,"5175 Joyce Street#Vancouver, BC V5R 4H1#Canada",(604) 559-9155
760,New Novelty Restaurant &amp; Sweets,4.0,48,$,Indian#Buffets,Sunset,"6669 Fraser St#Vancouver, BC V5X 3T6#Canada",(604) 326-1111
761,Chaise Lounge Restaurant,3.5,91,$$,Lounges#American (Traditional),Riley Park,"4444 Main St#Vancouver, BC V5V 3R3#Canada",(604) 874-7114
762,Chill Winston,3.5,327,$$,Lounges#Canadian (New),"Downtown, Gastown","3 Alexander Street#Vancouver, BC V6A 1B2#Canada",(604) 288-9575
763,Mexicali,3.5,35,$,Mexican#Tex-Mex,Dunbar-Southlands,"4424 Dunbar St#Vancouver, BC V6S 2G5#Canada",(604) 731-6517
764,My Chau Restaurant,4.0,60,$,Vietnamese,Kensington-Cedar Cottage,"1715 Kingsway#Vancouver, BC V5N 2S4#Canada",(604) 874-6880
765,Hai Phong,4.0,36,$,Vietnamese#Noodles,Downtown,"186 Keefer Place#Vancouver, BC V6B 0J6#Canada",(604) 559-8897
766,Kaya Malay Bistro,3.5,133,$$,Malaysian#Singaporean,Fairview Slopes,"1063 W Broadway#Vancouver, BC V6H 1E5#Canada",(604) 730-9963
767,Roots Cafe,3.5,74,$$,Coffee & Tea#Breakfast & Brunch#Sandwiches,"Sunset, Punjabi Market","6502 Main Street#Vancouver, BC V5X 3G9#Canada",(604) 568-8303
768,Monster Sushi,4.0,11,$$,Sushi Bars,West End,"1184 Denman Street#Vancouver, BC V6G 2M9#Canada",(604) 609-9999
769,Eternal Abundance,4.0,74,$$,Vegan#Juice Bars & Smoothies#Live/Raw Food,"Grandview-Woodlands, The Drive","1025 Commercial Drive#Vancouver, BC V5L 3X1#Canada",(604) 707-0088
770,Cactus Club Cafe,3.5,85,$$,Canadian (New),"Fairview Slopes, South Granville","1530 W Broadway#Vancouver, BC V6J 5K9#Canada",(604) 733-0434
771,Addis Cafe Ethiopian Restaurant,4.0,22,$$,Ethiopian#Vegetarian#African,"Grandview-Woodlands, The Drive","2017 Commercial Drive#Vancouver, BC V5N 4B1#Canada",(604) 254-1929
772,Pazzo Chow,4.5,24,$,Italian#Ice Cream & Frozen Yogurt,"Downtown, Chinatown","620 Quebec Street#Vancouver, BC V6A 4E7#Canada",(604) 563-1700
773,Agro Roasters,4.0,11,$,Cafes#Coffee & Tea#Coffee Roasteries,"Strathcona, Grandview-Woodlands","550 Clark Drive#Vancouver, BC V5L 3H7#Canada",(604) 785-5447
774,Rogue Kitchen &amp; Wetbar,3.5,290,$$,American (Traditional)#Gastropubs,Downtown,"601 W Cordova Street#Vancouver, BC V6B 1G1#Canada",(604) 678-8000
775,Cafe Xu Hue,4.0,54,$,Vietnamese#Noodles,Kensington-Cedar Cottage,"2226 Kingsway#Vancouver, BC V5N 2T7#Canada",(604) 454-9940
776,Eat Chicken Wraps,4.5,44,$,Food Trucks#Asian Fusion,"Downtown, Granville Entertainment District","700 Robson Street#Vancouver, BC V6Z 1A1#Canada",(778) 319-4888
777,Le Bread Pan - Temp. CLOSED,5.0,3,$,Cafes#Bakeries#Sandwiches,Granville Island/False Creek,"665A Market Hill#Vancouver, BC V5Z 4B5#Canada",(604) 675-9885
778,Goldies Pizza &amp; Beer Lounge,3.5,180,$$,Pizza,Downtown,"605 W Pender Street#Vancouver, BC V6B 1W7#Canada",(604) 681-0650
779,Dockers Family Restaurant,3.5,35,$,Burgers#Breakfast & Brunch#Mediterranean,Sunset,"6094 Fraser Street#Vancouver, BC V5W 2Z7#Canada",(604) 327-6713
780,El Camino’s,3.5,152,$$,Latin American,Riley Park,"3250 Main Street#Vancouver, BC V5V 3M5#Canada",(604) 875-6246
781,Gorilla Food,5.0,3,Null,Vegan#Live/Raw Food#Vegetarian,Downtown Eastside,"637 E Hastings Street#Vancouver, BC V6A 1R2#Canada",(604) 428-4440
782,Penang Delight Cafe,3.5,80,$$,Malaysian,Renfrew-Collingwood,"3885 Rupert Street#Vancouver, BC V5R 2G7#Canada",(604) 330-0354
783,L’Epicerie Rotisserie and Gourmet Shop,3.5,27,$$,Specialty Food#French,Granville Island/False Creek,"565-1689 Johnston Street#Vancouver, BC V6H 3R9#Canada",(604) 653-7317
784,NingTu Restaurant,4.0,49,$$,Chinese,Kensington-Cedar Cottage,"2130 Kingsway#Vancouver, BC V5N 2T5#Canada",(604) 438-6669
785,Main Kabob Hut,4.0,38,$$,Indian#Pakistani#Mediterranean,"Sunset, Punjabi Market","219 E 49th Avenue#Vancouver, BC V5W 2G4#Canada",(604) 322-8715
786,Sejuiced Vegetarian Restaurant,4.0,68,$,Vegetarian#Juice Bars & Smoothies#Vegan,Kitsilano,"1958 W 4th Avenue#Vancouver, BC V6J 1M5#Canada",(604) 730-9906
787,Pho Tan’s Vietnamese Restaurant,3.5,55,$,Vietnamese,"Kerrisdale, Shaughnessy","2076 W 41st Avenue#Vancouver, BC V6M 1Y8#Canada",(604) 606-0688
788,Pizza Garden Smithe,4.0,93,$,Pizza,"Downtown, Granville Entertainment District","675 Smithe Street#Vancouver, BC V6B 2C9#Canada",(604) 669-6656
789,Earls Kitchen + Bar,3.5,96,$$,Canadian (New)#Cocktail Bars,West End,"1185 Robson Street#Vancouver, BC V6E 1B5#Canada",(604) 669-0020
790,Mahony &amp; Sons,3.0,95,$$,Irish#Irish Pub#Pubs,Granville Island/False Creek,"601 Stamps Landing#Vancouver, BC V5Z 3Z1#Canada",(604) 876-0234
791,Hapa Izakaya - Yaletown,3.5,142,$$,Japanese#Sushi Bars,"Downtown, Yaletown","1193 Hamilton Street#Vancouver, BC V6B 5P6#Canada",(604) 681-4272
792,Tableau Bar Bistro,3.5,152,$$,French#Wine Bars,Downtown,"1181 Melville Street#Vancouver, BC V6E 0A3#Canada",(604) 639-8692
793,Sai Woo,3.0,48,$$,Asian Fusion,Chinatown,"158 E Pender Street#Vancouver, BC V6A 1T3#Canada",(604) 568-1117
794,Merchant’s Oyster Bar,3.5,127,$$,Canadian (New)#Seafood,"Grandview-Woodlands, The Drive","1590 Commercial Drive#Vancouver, BC V5L 3Y2#Canada",(604) 258-0005
795,Sushi Nanaimo,4.0,218,$$,Sushi Bars#Japanese#Seafood,"Hastings-Sunrise, Grandview-Woodlands","350 Nanaimo Street#Vancouver, BC V5L 4R7#Canada",(604) 876-9200
796,Vana Vietnamese Cuisine,4.5,10,$,Vietnamese,Fairview Slopes,"555 12th Avenue W#Vancouver, BC V5Z 3X7#Canada",(604) 879-8986
797,Sushi Gallery,4.0,46,$$,Sushi Bars#Japanese#Vegetarian,Point Grey,"3770 W 10 Avenue#Vancouver, BC V6R 2G7#Canada",(604) 221-7088
798,Dollar Meat Store,4.5,7,$$,Meat Shops#Chinese#Barbeque,Chinatown,"266 Pender Street E#Vancouver, BC V6A 1T7#Canada",(604) 681-1052
799,Tangent Cafe,3.5,89,$$,Breakfast & Brunch#Diners#Malaysian,"Grandview-Woodlands, The Drive","2095 Commercial Drive#Vancouver, BC V5N 4B1#Canada",(604) 558-4641
800,Ba Le Sandwich Shop,3.5,52,$,Sandwiches#Vietnamese,"Chinatown, Strathcona","638 Main Street#Vancouver, BC V6A 2V4#Canada",(604) 662-8108
801,Mazuya Sushi,3.5,27,$$,Japanese#Sushi Bars,"Kitsilano, Fairview Slopes","2355 Burrard Street#Vancouver, BC V6J 3J2#Canada",(604) 733-3838
802,Cibo Trattoria,3.5,93,$$$,Italian,"Downtown, Granville Entertainment District","900 Seymour St#Vancouver, BC V6B 3L9#Canada",(604) 602-9570
803,Tacomio,3.5,61,$,Mexican#Latin American,"Downtown, Downtown Eastside","435 Abbott Street#Vancouver, BC V6B 1R3#Canada",(778) 868-7041
804,Nick’s Spaghetti House,3.0,46,$$,Italian,"Grandview-Woodlands, The Drive","631 Commercial Dr#Vancouver, BC V5L 3W3#Canada",(604) 254-5633
805,Indochine Kitchen,3.5,82,$$,Asian Fusion,Mount Pleasant,"1 E Broadway#Vancouver, BC V5T 1V4#Canada",(604) 568-0828
806,S2 Cafe House,4.0,7,$,Cafes,Downtown Eastside,"874 East Hastings Street#Vancouver, BC V6A#Canada",(604) 255-8488
807,The Marquis,3.5,52,$$,Modern European#Bars,"Fairview Slopes, South Granville","2666 Granville Street#Vancouver, BC V6H 3H8#Canada",(604) 568-0670
808,Green Lettuce Indian Style Chinese Restaurant,4.0,112,$$,Chinese#Indian,Kensington-Cedar Cottage,"1949 Kingsway#Vancouver, BC V5N 2T1#Canada",(604) 876-9883
809,Pop Up Kitchen On Main,3.5,14,$$,Comfort Food,Riley Park,"3941 Main Street#Vancouver, BC V5V 3P2#Canada",(604) 620-8300
810,Grant St. Social,5.0,Null,$$,Italian#Lounges,"Grandview-Woodlands, The Drive","1510 Commercial Drive#Vancouver, BC V5L 2Y7#Canada",(604) 251-7586
811,Temaki Sushi,4.0,79,$$,Sushi Bars#Japanese,Kitsilano,"2156 W Broadway#Vancouver, BC V6K 2C8#Canada",(604) 738-4321
812,Le Do Vietnamese Restaurant,4.0,49,$,Vietnamese,Grandview-Woodlands,"2292 Hastings Street E#Vancouver, BC V5L 1V4#Canada",(604) 253-3508
813,Ramen Gojiro,3.5,140,$$,Ramen#Noodles,Downtown,"501 Dunsmuir Street#Vancouver, BC V6B 3K4#Canada",(604) 673-0918
814,Belvedere Cafe,4.0,3,$$,Food Trucks#Burgers,Granville Island/False Creek,"1455 Quebec Street#Vancouver, BC V6A 3Z7#Canada",(778) 712-1250
815,Maple Leaf Delicatessen,4.0,18,$,Delis,Downtown,"1233 Burrard Street#Vancouver, BC V6Z 1Z5#Canada",(604) 689-3411
816,Cloud 9 Revolving Restaurant,3.0,111,$$$,Canadian (New)#Seafood,West End,"1400 Robson Street#Vancouver, BC V6G 1B9#Canada",(604) 687-0511
817,Darcy’s Cafe,4.0,18,$$,Breakfast & Brunch#Coffee & Tea#Custom Cakes,Point Grey,"4462 W 10th Avenue#Vancouver, BC V6R 2H9#Canada",(604) 336-6399
818,Nelly’s Grill On 4th,4.0,17,$$,Breakfast & Brunch#Burgers#Sandwiches,Kitsilano,"2061 W 4th Avenue#Vancouver, BC V6J 1N3#Canada",(604) 736-6588
819,Najia Restaurant,3.0,7,$$$$,Asian Fusion#Chinese,Downtown,"1018 Beach Avenue#Vancouver, BC V6E 1T7#Canada",(778) 379-3787
820,The French Table Bistro,4.0,72,$$$,French,Riley Park,"3916 Main Street#Vancouver, BC V5V 1Z4#Canada",(604) 689-3237
821,The Rise Eatery,5.0,2,$$,Canadian (New),"Shaughnessy, Fairview Slopes, South Granville","3121 Granville Street#Vancouver, BC V6H 3K1#Canada",(604) 559-8280
822,Dark Table,4.0,256,$$$,Canadian (New),Kitsilano,"2611 W 4th Avenue#Vancouver, BC V6K 1P8#Canada",(604) 739-3275
823,Kranky Cafe,4.0,31,$,Coffee & Tea#Cafes,Mount Pleasant,"228 E 4th Avenue#Vancouver, BC V5T 1G5#Canada",(604) 568-4272
824,Federico’s Supper Club,4.0,49,$$$,Italian,"Grandview-Woodlands, The Drive","1728 Commercial Drive#Vancouver, BC V5N 4A3#Canada",(604) 251-3473
825,Buckstop,3.5,104,$$,Barbeque#Canadian (New),West End,"833 Denman Street#Vancouver, BC V6G 2L7#Canada",(604) 428-2528
826,Menya Japanese Noodle,3.5,99,$,Ramen,Mount Pleasant,"401 W  Broadway#Vancouver, BC V5Y 1R4#Canada",(604) 873-3277
827,Wick’s Café,4.0,41,$,Cafes,Marpole,"1300 W 73rd Avenue#Vancouver, BC V6P 3E7#Canada",(604) 677-6396
828,Mahony &amp; Sons Burrard Landing,3.0,127,$$,Irish#Pubs#Burgers,"Coal Harbour, Downtown","1055 Canada Pl#Vancouver, BC V6C 0C3#Canada",(604) 647-7513
829,Naruto Sushi,3.5,75,$,Japanese#Sushi Bars,Kensington-Cedar Cottage,"2763 Commercial Drive#Vancouver, BC V5N 5P4#Canada",(604) 558-3858
830,Sylvia’s Restaurant and Lounge,3.0,56,$$,Canadian (New)#Lounges,West End,"1154 Gilford Street#Vancouver, BC V6G#Canada",(604) 681-9321
831,The Capital,3.5,87,$,Pubs#Canadian (New),West End,"1178 Davie Street#Vancouver, BC V6E 1N1#Canada",(604) 620-2201
832,Teppan Kitchen,3.5,7,Null,Japanese#Fast Food,West End,"1206 Davie Street#Vancouver, BC V6E 1N3#Canada",(604) 428-7799
833,The Poke Shop,3.5,42,$$,Salad#Hawaiian,"Downtown, Gastown","306 Water Street#Vancouver, BC V6B 1B2#Canada",(778) 379-1567
834,Frites Fries With Benefits,4.0,35,$,Belgian#Poutineries,"Downtown, Granville Entertainment District","1011 Granville Street#Vancouver, BC V6Z 1L4#Canada",(604) 559-0550
835,Thai Basil,3.5,168,$,Thai,West End,"1215 Thurlow St#Vancouver, BC V6E 1X4#Canada",(604) 685-6754
836,Tim Hortons,3.0,9,$,Coffee & Tea#Donuts#Breakfast & Brunch,Kitsilano,"3112 W Broadway#Vancouver, BC V6K 2H3#Canada",(604) 730-9700
837,Stepho’s Souvlaki Greek Taverna,3.0,145,$$,Greek,West End,"1359 Robson Street#Vancouver, BC V6E 1C6#Canada",(604) 685-9977
838,Nero Belgian Waffle Bar,4.0,48,$$,Waffles#Coffee & Tea,Downtown,"1002 Seymour Street#Vancouver, BC V6B 3M6#Canada",(604) 428-9177
839,Flying Fish N Chipper,5.0,Null,Null,Food Trucks#Fish & Chips,"Mount Pleasant, Strathcona","400 Industrial Avenue#Vancouver, BC V6A 2P3#Canada",(778) 688-5494
840,Katei Sushi,3.5,13,$,Japanese#Sushi Bars,Fraserview,"6929 Victoria Drive#Vancouver, BC V5P 3Y7#Canada",(604) 323-8882
841,Pho Quyen Restaurant,3.5,30,$,Vietnamese,"Riley Park, Kensington-Cedar Cottage","3916 Fraser Street#Vancouver, BC V5V 4E4#Canada",(604) 873-3638
842,Happy Day Cafe,3.0,35,$$,Chinese#Breakfast & Brunch#Cafes,Renfrew-Collingwood,"3312 Kingsway#Vancouver, BC V5R 5K7#Canada",(604) 307-6868
